ID,Size (KB),Title,Authors,Author Birth Years,Languages,LCC Subjects
pg8456,261,Patty Fairfield,"Wells, Carolyn",1862,en,PZ
pg8458,353,"Marse Henry (Volume 1)
An Autobiography","Watterson, Henry",1840,en,E660
pg8459,345,"Marse Henry (Volume 2)
An Autobiography","Watterson, Henry",1840,en,E660
pg845,248,Poems of Henry Timrod; with Memoir,"Timrod, Henry",1828,en,PS
pg8460,679,"Marse Henry, Complete
An Autobiography","Watterson, Henry",1840,en,E660
pg8461,753,"Memoirs of Henry Hunt, Esq. — Volume 2","Hunt, Henry",1773,en,DA
pg8462,644,The Man in Gray: A Romance of North and South,"Dixon, Thomas",1864,en,PS
pg8463,914,"Memoirs of Henry Hunt, Esq. — Volume 3","Hunt, Henry",1773,en,DA
pg846,470,The Life of General Francis Marion,"Weems, M. L. (Mason Locke)",1759,en,E201
pg8470,604,The Life of John Clare,"Martin, Frederick",1830,en,PR
pg8471,92,"Life on the Mississippi, Part 1.","Twain, Mark",1835,en,PS
pg8472,83,"Life on the Mississippi, Part 2.","Twain, Mark",1835,en,PS
pg8473,97,"Life on the Mississippi, Part 3.","Twain, Mark",1835,en,PS
pg8474,83,"Life on the Mississippi, Part 4.","Twain, Mark",1835,en,PS
pg8475,63,"Life on the Mississippi, Part 5.","Twain, Mark",1835,en,PS
pg8476,93,"Life on the Mississippi, Part 6.","Twain, Mark",1835,en,PS
pg8477,83,"Life on the Mississippi, Part 7.","Twain, Mark",1835,en,PS
pg8478,66,"Life on the Mississippi, Part 8.","Twain, Mark",1835,en,PS
pg8479,315,"Life on the Mississippi, Part 9.","Twain, Mark",1835,en,PS
pg847,176,Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron",1800,en,PR
pg8480,63,"Life on the Mississippi, Part 10.","Twain, Mark",1835,en,PS
pg8481,90,"Life on the Mississippi, Part 11.","Twain, Mark",1835,en,PS
pg8482,150,"Life on the Mississippi, Part 12.","Twain, Mark",1835,en,PS
pg8485,309,Books Fatal to Their Authors,"Ditchfield, P. H. (Peter Hampson)",1854,en,Z
pg8486,268,Ghost Stories of an Antiquary,"James, M. R. (Montague Rhodes)",1862,en,PR
pg8488,554,"The Literary Remains of Samuel Taylor Coleridge, Volume 1","Coleridge, Samuel Taylor",1772,en,PR
pg8489,661,Specimens of the Table Talk of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor",1772,en,PR
pg848,455,The Black Arrow: A Tale of Two Roses,"Stevenson, Robert Louis",1850,en,PR
pg8492,417,The King in Yellow,"Chambers, Robert W. (Robert William)",1865,en,PS
pg8495,494,"The Life of St. Frances of Rome, and Others","Fullerton, Georgiana",1812,en,BX
pg8496,398,The Quest,"Baroja, Pío",1872,en,PQ
pg8497,277,"The Poems and Prose of Ernest Dowson, With a Memoir by Arthur Symons","Dowson, Ernest Christopher",1867,en,PR
pg8499,251,Plays: the Father; Countess Julie; the Outlaw; the Stronger,"Strindberg, August",1849,en,PT
pg849,246,The Idle Thoughts of an Idle Fellow,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg84,438,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",1797,en,PR
pg8500,254,Plays: Comrades; Facing Death; Pariah; Easter,"Strindberg, August",1849,en,PT
pg8501,179,"Ice Creams, Water Ices, Frozen Puddings Together with Refreshments for all Social Affairs","Rorer, S. T.",1849,en,TX
pg8502,553,Common Diseases of Farm Animals,"Craig, Robert Alexander",1872,en,SF
pg8503,732,Among My Books. First Series,"Lowell, James Russell",1819,en,PS
pg8505,254,"Normandy, Illustrated, Complete","Home, Gordon",1878,en,DC
pg8507,420,Ten Great Events in History,"Johonnot, James",1823,en,D
pg8508,302,The Evolution of Man Scientifically Disproved in 50 Arguments,"Williams, William A. (William Asbury)",1854,en,QH
pg8509,642,Among My Books. Second Series,"Lowell, James Russell",1819,en,PS
pg8510,123,Lucky Pehr,"Strindberg, August",1849,en,PT
pg8511,265,"The Three Cities Trilogy: Lourdes, Volume 1","Zola, Émile",1840,en,PQ
pg8512,246,"The Three Cities Trilogy: Lourdes, Volume 2","Zola, Émile",1840,en,PQ
pg8513,242,"The Three Cities Trilogy: Lourdes, Volume 3","Zola, Émile",1840,en,PQ
pg8514,229,"The Three Cities Trilogy: Lourdes, Volume 4","Zola, Émile",1840,en,PQ
pg8515,269,"The Three Cities Trilogy: Lourdes, Volume 5","Zola, Émile",1840,en,PQ
pg8517,435,"Hormones and Heredity
A Discussion of the Evolution of Adaptations and the Evolution of Species","Cunningham, J. T. (Joseph Thomas)",1859,en,QH
pg8518,337,Fritiofs Saga,"Tegnér, Esaias",1782,sv en,PT
pg8519,1123,The Life and Voyages of Christopher Columbus (Volume II),"Irving, Washington",1783,en,E011
pg8521,685,Maintaining Health (Formerly Health and Efficiency),"Alsaker, Rasmus Larssen",1883,en,RA
pg8522,655,The Puritans,"Bates, Arlo",1850,en,PS
pg8523,310,"Val d'Arno
Ten Lectures on the Tuscan Art Directly Antecedent to the Florentine Year of Victories; Given Before the University of Oxford in Michaelmas Term, 1873","Ruskin, John",1819,en,PR N
pg8526,30,"Eve's Diary, Part 1","Twain, Mark",1835,en,PS
pg8527,28,"Eve's Diary, Part 2","Twain, Mark",1835,en,PS
pg8528,32,"Eve's Diary, Part 3","Twain, Mark",1835,en,PS
pg8529,351,The World Decision,"Herrick, Robert",1868,en,D501
pg852,841,Democracy and Education: An Introduction to the Philosophy of Education,"Dewey, John",1859,en,LB
pg8530,629,A Study of Hawthorne,"Lathrop, George Parsons",1851,en,PS
pg8532,1189,Andivius Hedulio: Adventures of a Roman Nobleman in the Days of the Empire,"White, Edward Lucas",1866,en,PS
pg8533,572,"The Literary Remains of Samuel Taylor Coleridge, Volume 2","Coleridge, Samuel Taylor",1772,en,PR
pg8534,421,Daily Strength for Daily Needs,"Tileston, Mary Wilder",1843,en,BV
pg8535,649,The Sisters-In-Law: A Novel of Our Time,"Atherton, Gertrude Franklin Horn",1857,en,PS
pg8538,306,"A Touch of Sun, and Other Stories","Foote, Mary Hallock",1847,en,PS
pg8539,188,In Those Days: The Story of an Old Man,"Steinberg, Judah",1863,en,PJ
pg8540,1278,"The Life of the Rt. Hon. Sir Charles W. Dilke, Volume 2","Gwynn, Stephen Lucius",1864,en,DA
pg8544,110,Trivia,"Smith, Logan Pearsall",1865,en,PR
pg8546,567,Two Summers in Guyenne: A Chronicle of the Wayside and Waterside,"Barker, Edward Harrison",1851,en,DC
pg8551,332,The Seaboard Parish Volume 1,"MacDonald, George",1824,en,PR
pg8552,297,The Seaboard Parish Volume 2,"MacDonald, George",1824,en,PR
pg8553,296,The Seaboard Parish Volume 3,"MacDonald, George",1824,en,PR
pg8554,211,Why Worry?,"Walton, George Lincoln",1854,en,BF
pg8555,269,Initiation into Literature,"Faguet, Émile",1847,en,PN
pg8556,1056,The History of England from the Norman Conquest to the Death of John (1066-1216),"Adams, George Burton",1851,en,DA
pg8557,78,Synge and the Ireland of His Time,"Yeats, W. B. (William Butler)",1865,en,PR
pg8558,516,L'Assommoir,"Zola, Émile",1840,en,PQ
pg855,39,Clocks,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8564,855,Life and Travels of Mungo Park,"Park, Mungo",1771,en,DT
pg8566,316,The Origin and Permanent Value of the Old Testament,"Kent, Charles Foster",1867,en,BS
pg8567,408,The Iroquois Book of Rites,"Hale, Horatio",1817,en,E011
pg8569,690,The Far Horizon,"Malet, Lucas",1852,en,PR
pg856,55,Dreams,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8570,566,The Philistines,"Bates, Arlo",1850,en,PS
pg8571,389,"Wolfert's Roost, and Miscellanies","Irving, Washington",1783,en,PS
pg8573,459,"Pausanias, the Spartan; The Haunted and the Haunters
An Unfinished Historical Romance","Lytton, Edward Bulwer Lytton, Baron",1803,en,PR
pg8575,536,The Happy Days of the Empress Marie Louise,Imbert de Saint-Amand,1834,en,DC
pg8578,73,The Grand Inquisitor,"Dostoyevsky, Fyodor",1821,en,PG
pg8579,332,Daughters of the Cross: or Woman's Mission,"Eddy, Daniel C. (Daniel Clarke)",1823,en,BV HQ
pg857,51,Evergreens,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8580,880,Reminiscences of Samuel Taylor Coleridge and Robert Southey,"Cottle, Joseph",1770,en,PR
pg8581,93,"The Art of Money Getting; Or, Golden Rules for Making Money","Barnum, P. T. (Phineas Taylor)",1810,en,HF
pg8582,143,"Roughing It, Part 1.","Twain, Mark",1835,en,PS
pg8583,131,"Roughing It, Part 2.","Twain, Mark",1835,en,PS
pg8584,117,"Roughing It, Part 3.","Twain, Mark",1835,en,PS
pg8585,113,"Roughing It, Part 4.","Twain, Mark",1835,en,PS
pg8586,141,"Roughing It, Part 5.","Twain, Mark",1835,en,PS
pg8587,143,"Roughing It, Part 6.","Twain, Mark",1835,en,PS
pg8588,143,"Roughing It, Part 7.","Twain, Mark",1835,en,PS
pg8589,161,"Roughing It, Part 8.","Twain, Mark",1835,en,PS
pg858,121,Stage-Land,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR PN
pg8592,712,Poetical Works,"Churchill, Charles",1731,en,PR
pg8593,80,"Normandy, Illustrated, Part 1","Home, Gordon",1878,en,DC
pg8594,89,"Normandy, Illustrated, Part 2","Home, Gordon",1878,en,DC
pg8595,123,"Normandy, Illustrated, Part 3","Home, Gordon",1878,en,DC
pg8596,499,The Wheel O' Fortune,"Tracy, Louis",1863,en,PR
pg8597,404,"A Sportsman's Sketches
Works of Ivan Turgenev, Volume I","Turgenev, Ivan Sergeevich",1818,en,PG
pg85,371,The Beasts of Tarzan,"Burroughs, Edgar Rice",1875,en,PZ PS
pg8600,885,L'Assommoir,"Zola, Émile",1840,en,PQ
pg8601,631,The Early Poems of Alfred Lord Tennyson,"Tennyson, Alfred Tennyson, Baron",1809,en,PR
pg8602,304,The Uninhabited House,"Riddell, J. H., Mrs.",1832,en,PR
pg8604,218,"The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies",Aeschylus,-525,en,PA
pg8605,857,Unitarianism in America: A History of its Origin and Development,"Cooke, George Willis",1848,en,BX
pg8606,206,The Blue Bird: A Fairy Play in Six Acts,"Maeterlinck, Maurice",1862,en,PQ
pg8607,261,"In the Forest; Or, Pictures of Life and Scenery in the Woods of Canada: A Tale","Traill, Catharine Parr Strickland",1802,en,PZ
pg861,538,The Dominion of the Air: The Story of Aerial Navigation,"Bacon, John M. (John Mackenzie)",1846,en,TL
pg8638,843,"Jack in the Forecastle; or, Incidents in the Early Life of Hawser Martingale","Sleeper, John Sherburne",1794,en,G
pg8639,170,"Poems, 1799","Southey, Robert",1774,en,PR
pg8641,377,"Sketches from Concord and Appledore
Concord thirty years ago; Nathaniel Hawthorne; Louisa M. Alcott; Ralph Waldo Emerson; Matthew Arnold; David A. Wasson; Wendell Phillips; Appledore and its visitors; John Greenleaf Whittier","Stearns, Frank Preston",1846,en,F001
pg8642,638,"Woman in the Nineteenth Century
and Kindred Papers Relating to the Sphere, Condition and Duties, of Woman.","Fuller, Margaret",1810,en,HQ
pg8644,405,The Story of Ab: A Tale of the Time of the Cave Man,"Waterloo, Stanley",1846,en,PS
pg8645,263,Prue and I,"Curtis, George William",1824,en,PS
pg8646,643,"An Essay on the History of Civil Society, Eighth Edition","Ferguson, Adam",1723,en,CB
pg8649,931,Indian Tales,"Kipling, Rudyard",1865,en,PR
pg8651,738,With Moore at Corunna,"Henty, G. A. (George Alfred)",1832,en,PZ
pg8659,476,Sabbath in Puritan New England,"Earle, Alice Morse",1851,en,F001
pg8660,269,Woman and the New Race,"Sanger, Margaret",1879,en,HQ
pg8662,270,The Camp Fire Girls at Sunrise Hill,"Vandercook, Margaret",1876,en,PZ
pg8664,518,The Glory of the Conquered: The Story of a Great Love,"Glaspell, Susan",1876,en,PS
pg8665,376,A Strange Discovery,"Dake, Charles Romyn",1849,en,PS
pg8668,461,Revenge!,"Barr, Robert",1850,en,PR
pg866,37,The Cost of Kindness,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8670,629,In the Heart of the Rockies: A Story of Adventure in Colorado,"Henty, G. A. (George Alfred)",1832,en,PZ
pg8671,352,The Pagans,"Bates, Arlo",1850,en,PS
pg8672,323,Poems Chiefly from Manuscript,"Clare, John",1793,en,PR
pg8673,409,A Columbus of Space,"Serviss, Garrett Putman",1851,en,PS
pg8676,1572,The Heavenly Twins,"Grand, Sarah",1854,en,PR
pg8678,572,"The English Governess at the Siamese Court
Being Recollections of Six Years in the Royal Palace at Bangkok","Leonowens, Anna Harriette",1831,en,DS
pg8679,689,"By England's Aid; Or, the Freeing of the Netherlands, 1585-1604","Henty, G. A. (George Alfred)",1832,en,PR
pg8681,407,The Face and the Mask,"Barr, Robert",1850,en,PR
pg8682,382,The Naturalist on the Thames,"Cornish, C. J. (Charles John)",1858,en,QH
pg8683,558,The Columbiad: A Poem,"Barlow, Joel",1754,en,PS
pg8685,728,"Memoirs of Henry Hunt, Esq. — Volume 1","Hunt, Henry",1773,en,DA
pg8688,526,"The Eleven Comedies, Volume 1",Aristophanes,-450,en,PA
pg8689,615,"The Eleven Comedies, Volume 2",Aristophanes,-450,en,PA
pg868,55,The Philosopher's Joke,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8690,1239,American Institutions and Their Influence,"Tocqueville, Alexis de",1805,en,JK
pg8691,630,The American Judiciary,"Baldwin, Simeon E. (Simeon Eben)",1840,en,KF
pg8696,405,The Jew and Other Stories,"Turgenev, Ivan Sergeevich",1818,en,PG
pg8697,266,"Guns and Snowshoes; Or, the Winter Outing of the Young Hunters","Stratemeyer, Edward",1862,en,PZ
pg8699,495,"Woman and Her Saviour in Persia
By a Returned Missionary","Laurie, Thomas",1821,en,BV
pg8700,15,The Evolution of Man,"Haeckel, Ernst",1834,en,QH
pg870,33,The Love of Ulrich Nebendahl,"Jerome, Jerome K. (Jerome Klapka)",1859,en,PR
pg8714,262,Four Plays of Aeschylus,Aeschylus,-525,en,PA
pg8715,522,Gallantry: Dizain des Fetes Galantes,"Cabell, James Branch",1879,en,PS
pg871,147,"The Golden Sayings of Epictetus, with the Hymn of Cleanthes",Epictetus,55,en,PA
pg8721,277,"The Three Cities Trilogy: Rome, Volume 1","Zola, Émile",1840,en,PQ
pg8722,269,"The Three Cities Trilogy: Rome, Volume 2","Zola, Émile",1840,en,PQ
pg8723,287,"The Three Cities Trilogy: Rome, Volume 3","Zola, Émile",1840,en,PQ
pg8724,374,"The Three Cities Trilogy: Rome, Volume 4","Zola, Émile",1840,en,PQ
pg8725,304,"The Three Cities Trilogy: Rome, Volume 5","Zola, Émile",1840,en,PQ
pg8728,188,The Winning of Canada: a Chronicle of Wolfe,"Wood, William Charles Henry",1864,en,E186 F1001
pg8729,534,The Dancing Mouse: A Study in Animal Behavior,"Yerkes, Robert Mearns",1876,en,QL
pg8731,122,Five Sermons,"Whipple, Henry Benjamin",1822,en,BX
pg8741,377,The Brass Bowl,"Vance, Louis Joseph",1879,en,PS
pg8743,387,"Mary Schweidler, the amber witch
The most interesting trial for witchcraft ever known, printed from an imperfect manuscript by her father, Abraham Schweidler, the pastor of Coserow in the island of Usedom / edited by W. Meinhold ; translated from the German by Lady Duff Gordon.","Meinhold, Wilhelm",1797,en,PT
pg8744,401,"A Sportsman's Sketches, Volume 2
Works of Ivan Turgenev, Volume 2","Turgenev, Ivan Sergeevich",1818,en,PG
pg8745,710,Wulf the Saxon: A Story of the Norman Conquest,"Henty, G. A. (George Alfred)",1832,en,PZ
pg8747,323,Wordsworth,"Myers, F. W. H. (Frederic William Henry)",1843,en,PR
pg8770,389,Milton,"Pattison, Mark",1813,en,PR
pg8771,552,Jurgen: A Comedy of Justice,"Cabell, James Branch",1879,en,PS
pg8772,116,The Learned Women,Molière,1622,en,PQ
pg8773,266,Birth Control: A Statement of Christian Doctrine against the Neo-Malthusians,"Sutherland, Halliday",1882,en,HQ
pg8774,104,"Poems in Two Volumes, Volume 1","Wordsworth, William",1770,en,PR
pg8775,483,Poems,"Hugo, Victor",1802,en,PQ
pg8776,100,The Impostures of Scapin,Molière,1622,en,PQ
pg8777,461,Authors and Friends,"Fields, Annie",1834,en,PS
pg8779,31,"The Divine Comedy by Dante, Illustrated, Hell, Volume 01",Dante Alighieri,1265,en,PQ
pg8780,31,"The Divine Comedy by Dante, Illustrated, Hell, Volume 02",Dante Alighieri,1265,en,PQ
pg8781,30,"The Divine Comedy by Dante, Illustrated, Hell, Volume 03",Dante Alighieri,1265,en,PQ
pg8782,31,"The Divine Comedy by Dante, Illustrated, Hell, Volume 04",Dante Alighieri,1265,en,PQ
pg8783,42,"The Divine Comedy by Dante, Illustrated, Hell, Volume 05",Dante Alighieri,1265,en,PQ
pg8784,154,"The Divine Comedy by Dante, Illustrated, Hell, Volume 06",Dante Alighieri,1265,en,PQ
pg8785,123,"The Divine Comedy by Dante, Illustrated, Hell, Volume 07",Dante Alighieri,1265,en,PQ
pg8786,56,"The Divine Comedy by Dante, Illustrated, Hell, Volume 08",Dante Alighieri,1265,en,PQ
pg8787,37,"The Divine Comedy by Dante, Illustrated, Hell, Volume 09",Dante Alighieri,1265,en,PQ
pg8788,38,"The Divine Comedy by Dante, Illustrated, Hell, Volume 10",Dante Alighieri,1265,en,PQ
pg8789,223,"The vision of hell. 
By Dante Alighieri.
Translated by Rev. Henry Francis Cary, M.A.
and illustrated with the seventy-five designs of Gustave Doré.",Dante Alighieri,1265,en,PQ
pg878,52,Yankee Gypsies,"Whittier, John Greenleaf",1807,en,PS
pg8790,43,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 1",Dante Alighieri,1265,en,PQ
pg8791,55,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 2",Dante Alighieri,1265,en,PQ
pg8792,69,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 3",Dante Alighieri,1265,en,PQ
pg8793,63,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 4",Dante Alighieri,1265,en,PQ
pg8794,71,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 5",Dante Alighieri,1265,en,PQ
pg8795,223,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",Dante Alighieri,1265,en,PQ
pg8796,104,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 1",Dante Alighieri,1265,en,PQ
pg8797,61,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 2",Dante Alighieri,1265,en,PQ
pg8798,92,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 3",Dante Alighieri,1265,en,PQ
pg8799,218,"The Divine Comedy by Dante, Illustrated, Paradise, Complete",Dante Alighieri,1265,en,PQ
pg879,36,The Boy Captives: An Incident of the Indian War of 1695,"Whittier, John Greenleaf",1807,en,F001
pg8800,626,"The Divine Comedy by Dante, Illustrated",Dante Alighieri,1265,en,PQ
pg8801,109,Drum-Taps,"Whitman, Walt",1819,en,PS
pg880,61,My Garden Acquaintance,"Lowell, James Russell",1819,en,QH PS
pg8813,1414,"Complete Prose Works
Specimen Days and Collect, November Boughs and Goodbye My Fancy","Whitman, Walt",1819,en,PS
pg8814,506,"The Journal of a Mission to the Interior of Africa, in the Year 1805
Together with Other Documents, Official and Private, Relating to the Same Mission, to Which Is Prefixed an Account of the Life of Mr. Park","Park, Mungo",1771,en,DT
pg8815,591,"Narrative of Captivity in Abyssinia with Some Account of the Late Emperor the Late Emperor Theodore, His Country and People","Blanc, Henry",1831,en,DT
pg8819,487,In Troubadour-Land: A Ramble in Provence and Languedoc,"Baring-Gould, S. (Sabine)",1834,en,DC
pg881,53,Lemorne Versus Huell,"Stoddard, Elizabeth",1823,en,PS
pg8824,110,"Poems in Two Volumes, Volume 2","Wordsworth, William",1770,en,PR
pg8825,550,"The Life and Letters of Maria Edgeworth, Volume 1","Edgeworth, Maria",1767,en,PR
pg8826,934,"Tales and Novels — Volume 01
Moral Tales","Edgeworth, Maria",1767,en,PR
pg8827,78,"Weymouth New Testament in Modern Speech, Preface and Introductions","Weymouth, Richard Francis",1822,en,BS
pg8828,167,"Weymouth New Testament in Modern Speech, Matthew","Weymouth, Richard Francis",1822,en,BS
pg8829,113,"Weymouth New Testament in Modern Speech, Mark","Weymouth, Richard Francis",1822,en,BS
pg8830,179,"Weymouth New Testament in Modern Speech, Luke","Weymouth, Richard Francis",1822,en,BS
pg8831,142,"Weymouth New Testament in Modern Speech, John","Weymouth, Richard Francis",1822,en,BS
pg8832,179,"Weymouth New Testament in Modern Speech, Acts","Weymouth, Richard Francis",1822,en,BS
pg8833,90,"Weymouth New Testament in Modern Speech, Romans","Weymouth, Richard Francis",1822,en,BS
pg8834,86,"Weymouth New Testament in Modern Speech, 1 Corinthians","Weymouth, Richard Francis",1822,en,BS
pg8835,64,"Weymouth New Testament in Modern Speech, 2 Corinthians","Weymouth, Richard Francis",1822,en,BS
pg8836,42,"Weymouth New Testament in Modern Speech, Galatians","Weymouth, Richard Francis",1822,en,BS
pg8837,42,"Weymouth New Testament in Modern Speech, Ephesians","Weymouth, Richard Francis",1822,en,BS
pg8838,35,"Weymouth New Testament in Modern Speech, Philippians","Weymouth, Richard Francis",1822,en,BS
pg8839,34,"Weymouth New Testament in Modern Speech, Colossians","Weymouth, Richard Francis",1822,en,BS
pg8840,32,"Weymouth New Testament in Modern Speech, 1 Thessalonians","Weymouth, Richard Francis",1822,en,BS
pg8841,27,"Weymouth New Testament in Modern Speech, 2 Thessalonians","Weymouth, Richard Francis",1822,en,BS
pg8842,37,"Weymouth New Testament in Modern Speech, 1 Timothy","Weymouth, Richard Francis",1822,en,BS
pg8843,32,"Weymouth New Testament in Modern Speech, 2 Timothy","Weymouth, Richard Francis",1822,en,BS
pg8844,27,"Weymouth New Testament in Modern Speech, Titus","Weymouth, Richard Francis",1822,en,BS
pg8845,23,"Weymouth New Testament in Modern Speech, Philemon","Weymouth, Richard Francis",1822,en,BS
pg8846,70,"Weymouth New Testament in Modern Speech, Hebrews","Weymouth, Richard Francis",1822,en,BS
pg8847,36,"Weymouth New Testament in Modern Speech, James","Weymouth, Richard Francis",1822,en,BS
pg8848,37,"Weymouth New Testament in Modern Speech, 1 Peter","Weymouth, Richard Francis",1822,en,BS
pg8849,31,"Weymouth New Testament in Modern Speech, 2 Peter","Weymouth, Richard Francis",1822,en,BS
pg884,588,Memoirs of Extraordinary Popular Delusions — Volume 3,"Mackay, Charles",1814,en,AZ
pg8850,36,"Weymouth New Testament in Modern Speech, 1 John","Weymouth, Richard Francis",1822,en,BS
pg8851,21,"Weymouth New Testament in Modern Speech, 2 John","Weymouth, Richard Francis",1822,en,BS
pg8852,22,"Weymouth New Testament in Modern Speech, 3 John","Weymouth, Richard Francis",1822,en,BS
pg8853,24,"Weymouth New Testament in Modern Speech, Jude","Weymouth, Richard Francis",1822,en,BS
pg8854,96,"Weymouth New Testament in Modern Speech, Revelation","Weymouth, Richard Francis",1822,en,BS
pg8856,868,"The Secrets of the Great City
A Work Descriptive of the Virtues and the Vices, the Mysteries, Miseries and Crimes of New York City","McCabe, James Dabney",1842,en,F106
pg8857,479,"The Life, Studies, and Works of Benjamin West, Esq.
Composed from Materials Furnished by Himself","Galt, John",1779,en,ND
pg8858,276,Earthwork out of Tuscany: Being Impressions and Translations of Maurice Hewlett,"Hewlett, Maurice",1861,en,N
pg8859,615,True to the Old Flag: A Tale of the American War of Independence,"Henty, G. A. (George Alfred)",1832,en,PZ
pg8860,728,"Palestine, or, the Holy Land: From the Earliest Period to the Present Time","Russell, Michael",1781,en,DS
pg8861,761,"The Works of Lord Byron, Vol. 1. Poetry","Byron, George Gordon Byron, Baron",1788,en,PR
pg8865,190,Miss Theodosia's Heartstrings,"Donnell, Annie Hamilton",1862,en,PS
pg8866,437,Wild Flowers Worth Knowing,"Blanchan, Neltje",1865,en,QK
pg8868,273,Botchan (Master Darling),"Natsume, Soseki",1867,en,PL
pg8872,502,Report on the Condition of the South,"Schurz, Carl",1829,en,E660
pg8874,1541,Queechy,"Warner, Susan",1819,en,PZ
pg8875,387,"The Road to Damascus, a Trilogy","Strindberg, August",1849,en,PT
pg8877,187,Geoffrey Strong,"Richards, Laura Elizabeth Howe",1850,en,PS
pg8878,545,The Mischief-Maker,"Oppenheim, E. Phillips (Edward Phillips)",1866,en,PR
pg8882,450,Kokoro: Hints and Echoes of Japanese Inner Life,"Hearn, Lafcadio",1850,en,DS
pg8884,1320,Travels in Syria and the Holy Land,"Burckhardt, John Lewis",1784,en,DS
pg8887,317,Marjorie's New Friend,"Wells, Carolyn",1862,en,PZ
pg8888,859,The Wept of Wish-Ton-Wish,"Cooper, James Fenimore",1789,en,PS
pg8890,164,Mary Jane: Her Book,"Judson, Clara Ingram",1879,en,PZ
pg8891,513,With the Procession,"Fuller, Henry Blake",1857,en,PS
pg8892,302,"Adela Cathcart, Volume 1","MacDonald, George",1824,en,PR
pg8894,551,Latin Literature,"Mackail, J. W. (John William)",1859,en,PA
pg8896,1988,"Outlines of Universal History, Designed as a Text-book and for Private Reading","Fisher, George Park",1827,en,D
pg8897,421,Nina Balatka,"Trollope, Anthony",1815,en,PR
pg8898,598,Cliff Castles and Cave Dwellings of Europe,"Baring-Gould, S. (Sabine)",1834,en,GT
pg8899,306,Three Weeks,"Glyn, Elinor",1864,en,PR
pg889,505,Two Years in the Forbidden City,"Der Ling, Princess",1886,en,DS
pg88,790,Price/Cost Indexes from 1875 to 1989; Estimated to 2010,"Hart, Michael",1947,en,HG
pg8901,773,The Works of Lord Byron: Letters and Journals. Vol. 1,"Byron, George Gordon Byron, Baron",1788,en,PR
pg8905,177,"Lyrical Ballads, with Other Poems, 1800, Volume 1","Wordsworth, William",1770,en,PR
pg8908,160,The Ignatian Epistles Entirely Spurious: A Reply to the Right Rev. Dr. Lightfoot,"Killen, W. D. (William Dool)",1806,en,BR
pg8909,732,"The System of Nature, or, the Laws of the Moral and Physical World. Volume 1","Holbach, Paul Henri Thiry, baron d'",1723,en,B
pg890,1105,History of the Decline and Fall of the Roman Empire — Volume 1,"Gibbon, Edward",1737,en,DG
pg8910,839,"The System of Nature, or, the Laws of the Moral and Physical World. Volume 2","Holbach, Paul Henri Thiry, baron d'",1723,en,B
pg8911,829,"Explorations in Australia
The Journals of John McDouall Stuart During the Years 1858, 1859, 1860, 1861, and 1862, When He Fixed the Centre of the Continent and Successfully Crossed It from Sea to Sea","Stuart, John McDouall",1815,en,DU
pg8912,155,"Lyrical Ballads with Other Poems, 1800, Volume 2","Wordsworth, William",1770,en,PR
pg8914,376,"England, My England","Lawrence, D. H. (David Herbert)",1885,en,PR
pg8918,1462,"Life of Johnson, Volume 1
1709-1765","Boswell, James",1740,en,PR
pg891,1187,History of the Decline and Fall of the Roman Empire — Volume 2,"Gibbon, Edward",1737,en,DG
pg8920,239,The Light of Asia,"Arnold, Edwin, Sir",1832,en,PR
pg8928,338,"Simón Bolívar (The Liberator)
Patriot, Warrior, Statesman, Father of Five Nations, a Sketch of His Life and His Work","Sherwell, Guillermo A. (Guillermo Antonio)",1878,en,F2201
pg8929,303,"Adela Cathcart, Volume 2","MacDonald, George",1824,en,PR
pg892,1032,History of the Decline and Fall of the Roman Empire — Volume 3,"Gibbon, Edward",1737,en,DG
pg8930,59,Counter-Attack and Other Poems,"Sassoon, Siegfried",1886,en,PR
pg8931,199,The Gem Collector,"Wodehouse, P. G. (Pelham Grenville)",1881,en,PR
pg8932,465,Lessons in Life; A Series of Familiar Essays,"Holland, J. G. (Josiah Gilbert)",1819,en,BJ
pg8934,539,The Forest Lovers,"Hewlett, Maurice",1861,en,PR
pg8936,347,Holidays in Eastern France,"Betham-Edwards, Matilda",1836,en,DC
